"ID","CAT","COMPANY_NAME","EMAIL","ADDRESS","CITY","STATE","ZIPCODE","PHONE_NUMBER","FAX_NUMBER","SIC_CODE","SIC_DESCRIPTION","WEB_ADDRESS"
"233111","G","Globalworks Group LLC","jobs@globalworks.com","220 5th Ave","New York","NY","10001-7708","2122520002","2122528800","731101","Advertising-Agencies & Counselors","www.globalworks.com"
"233112","A","Albany Campus Library","libref@sage.edu","140 New Scotland Ave","Albany","NY","12208-3425","5182444545","5182921721","823109","Libraries-Institutional","www.sage.edu"
"233113","M","Michael Andrews Audio Visual","dennis@maavs.com","625 W 55th St","New York","NY","10019-3560","2129772686","2122652660","506501","Video Tapes & Discs-Wholesale","www.maavs.com"
"233114","L","LORENZETTI","captal@skimmeroutdoors.com","44 Annuskemunnica Rd","BABYLON","NY","11702","null","null","738999","Business Services Nec","allorenzetti.com"
"233115","A","Adirondack Inn","acojudy@nycap.rr.com","230 West Ave","SALEM","NY","12865","5185849578","null","701102","Inns","ACOPROPERTYADVISORS.COM"
"233116","T","Thomas Miller","admin@thomaswmiller.com","One University Place #11E - New York","NEW YORK","NY","10003","2126740737","null","822101","Schools","thomaswmiller.com"
"233117","J","Jeanette Wise","michelle_jw@hotmail.com","36 E 20th Street 8th Floor","NEW YORK","NY","10003","2125053698","null","175299","Floor Laying Contractor","chefwise.net"
"233118","R","Real Estate Corporation Of Ame","kihmbap@aol.com","1856 Flatbush Avenue","BROOKLYN","NY","11210","7169923585","7169923585","641112","Insurance","broadcastadv.com"
"233119","I","Ingram Micro Inc","loffredo@ingrammicro.com","1759 Wehrle Dr","Williamsville","NY","14221-7887","7166356448","7166333600","504503","Computers-Wholesale","www.ingramtop.com"
"233120","C","Councial On The Arts & Human","info@wbcldc.org","1000 Richmond Ter","Staten Island","NY","10301-1114","7184428572","7184473329","841202","Arts Organizations & Information","www.statenislandarts.org"
"233121","M","Mark Stern","markstern@mac.com","1500WestchesterAve.","NEWYORK","NY","10013","2124314676","5555555555","9999","Unclassified","kinnerton.net"
"233122","S","Signature Flight Support","website@signatureflight.com","2 Hangar Rd # 1","White Plains","NY","10604-1312","7704558642","9146827770","458104","Aircraft Servicing & Maintenance","www.signatureflight.com"
"233123","L","L I Homes Of Distinction","bbsparber@aol.com","61 Jericho Tpke","Jericho","NY","11753","5169322040","-","6531","Real Estate","NAMB"
"233124","G","Gay & Lesbian Alliance Against","romine@glaad.org","248 W 35th St","New York","NY","10001-2505","3239332241","6468718000","874302","Public Relations Counselors","www.glaad.org"
"233125","D","Dermatology Associates","wj18@cornell.edu","525 E 68th St","New York","NY","10021-4870","6072555288","2127462007","801101","Physicians & Surgeons","www.cornell.edu"
"233126","m","michellepessoa.com","jjackson@seriousdesign.com","1445 BEDFORD AVENUE APT 2D","BROOKLYN","NY","11215","7188577349","7188577349","733602","Commercial Art/graphic Design","seriouspublications.com"
"233127","I","Interspec Planning Group","info@interspecplanning.com","38 Hickory St","Rochester","NY","14620-1212","5854541236","5854541236","738964","Layouts-Office Factory & Etc","www.interspecplanning.com"
"233128","C","Century 21 Laffey Associates","jscudero@mlslirealtor.com","55 Northern Blvd","Greenvale","NY","11548","5166250944","null","6531","Real Estate","null"
"233129","A","Alida Dommermuth","giftsandparty@aol.com","P.O. Box 1536 - Yonkers","YONKERS","NY","10703","2125699071","2125699071","729922","Buyers Information Service","GIFTSANDPARTY.COM"
"233130","C","CVS Pharmacy","customercare@cvs.com","Route 32 & Route 23","Cairo","NY","12413 0000","9103711614","5186222000","591205","Pharmacies","www.cvs.com"
"233131","N","New York Times","weinraub@nytimes.com","229 W 43rd St","NEW YORK","NY","10036-3959","2125561234","2125563622","271101","Newspapers (Publishers)","www.nytimes.com"
"233132","C","Clubhouse Restaurant","lbrunner@sbu.edu","2606 W State St Route 417","St Bonaventure","NY","14778 0000","7163729351","7163752412","581208","Restaurants","www.sbu.edu"
"233133","C","Cresa Partners LLC","pherzog@cresapartners.com","100 Park Ave","New York","NY","10017-5516","2022964174","2127583131","653118","Real Estate","www.cresapartners.com"
"233134","N","North Star Bible Institute","tagsinspain@hotmail.com","1043 N Greece Rd","Rochester","NY","14626-1022","5852252740","5852275033","822101","Schools-Universities & Colleges Academic","www.fbbc.info"
"233135","L","LA Internacional","Jose@island-services.com","328 Main Mall","Poughkeepsie","NY","12601-3110","NULL","8454522388","472402","Travel Agencies & Bureaus","NULL"
"233136","W","WRCN","sales@wrcn.com","3241 Route 112 # 7","Medford","NY","11763-1434","6314510891","6314511039","483201","Radio Stations & Broadcasting Companies","www.wrcn.com"
"233137","J","JTEK CONSULTING","hettena@mindspring.com","1 Club Drive Suite 5BL","WOODMERE","NY","11598","5163741481","null","799798","Membership Sports & Recreation Clubs","JTEK-CONSULTING.COM"
"233138","G","Grubb & Ellis Mgmt Svcs Inc","bart.mcdade@grubb-ellis.com","55 E 59th St 10th Fl","New York","NY","10022","2123264716","null","6531","Real Estate","null"
"233139","P","Petsmart","petsmartaffiliates@linkshare.com","601 Troy Schenectady Rd # C","Latham","NY","12110-2811","8014959467","5187854621","599930","Pet Shops","www.petsmart.com"
"233140","R","R M Newell Co","mail@rmnewell.com","5150 Main St","Williamsville","NY","14221-5293","7166320688","7166320662","509908","Manufacturers-Agents & Representatives","www.rmnewell.com"
"233141","N","NEW YORK SCHOOL OF UROLOGICAL LAPAROSCOP","laor@akula.com","1695 Eastchester Road Suite 501","BRONX","NY","10461","7189041720","null","8211","Schools","NYSOUL.NET^^NYSOUL.ORG"
"233142","G","Georgette McGriff","giftgroups@aol.com","4-74 48th Avenue - Long Island City","NEW HYDE PARK","NY","11099","7183401619","null","594515","Baskets","IBOOMERPOLITICS.COM^^INCENTIVE-GIFTS.COM^^INCENTIVEGIFTS.NET"
"233143","D","Decker Direct","gcca@greenearts.org.","97 Main St # 5","Delhi","NY","13753-1231","6077466272","6077462477","733101","Mailing & Shipping Services","www.dckr.com"
"233144","P","Possibilities","TerriDe Sario@theposs.com","585 Moseley Rd","Fairport","NY","14450-3339","5852238514","5852239690","594712","Gift Shops","NULL"
"233145","S","Subway Sandwiches & Salads","ssands@buysubway.com","3485 Erie Blvd E # 2","De Witt","NY","13214-2049","7195481991","3154499877","581208","Restaurants","www.subway.com"
"233146","T","Thruway Authority","albrecruiter@thruway.state.ny.us","200 Southern Blvd","Albany","NY","12209-2098","5184715076","5184362700","962102","Provincial Govt-Transportation Programs","www.thruway.state.ny.us"
"233147","M","Metropolitan Burglar & Fire","mbfaa@aol.com","222 Varick Ave","Brooklyn","NY","11237-1027","7183862204","7183862204","506324","Burglar Alarm Systems (Wholesale)","www.mbfaa.com"
"233148","H","Help U Sell South Shore Rlty","gterezakis@mlslirealtor.com","1951Grndv","Baldwin","NY","11510","5163336749","null","653118","Real Estate","null"
"233149","C","Champlain Telephone Company","jpatrie@primelink1.net","130 Arizona Avenue Suite 1840","PLATTSBURGH","NY","12901","null","null","489903","Communications","MI-LINK.COM;NTCOC.COM"
"233150","R","RealtyUSA","fashano@aol.com","914 Maple Road","Buffalo","NY","14221","7166898100","null","6531","Real Estate","agents.stovroff.com/pfashano"
"233151","U","University Photographers Association of America","jdusen@brockport.edu","c/o SUNY College at Brockport - Photographic Services 350 New Campus - Drive","BRANCHPORT","NY","14418","7163952133","7163952723","822101","Schools","UPAA.ORG"
"233152","R","Renzi Brothers Inc","bonnieeppolito@renzi.net","948 Bradley St","Watertown","NY","13601-1209","3157889097","3157885610","514101","Food Products (Wholesale)","www.renzibros.com"
"233153","M","Melles Griot OSD","info@pneum.co.jp","55 Science Pkwy","Rochester","NY","14620-4258","7608040049","5852447220","382702","Lenses-Manufacturers","www.mellesgriot.com"
"233154","A","All-Tech","RHeyder@framealltech.com","791 Middle Country Rd","Selden","NY","11784-2504","NULL","6317326135","572202","Appliances-Household-Major-Dealers","NULL"
"233155","U","United Rentals","erental-manager@ur.com","7178 Schuyler Rd","East Syracuse","NY","13057-9743","7708307605","3154636974","735949","Contractors-Equipment & Supls-Renting","www.unitedrentals.com"
"233156","E","Edwards & Kelcey","jadams@ekmail.com","1501 Broadway","New York","NY","10036-5601","3176361345","2122211782","871106","Engineers","www.ekcorp.com"
"233157","A","American Institute of Graphic Arts","bingdo19@earthlink.net","164 Fifth Avenue","NEW YORK","NY","10010","2126869313","null","7389","Business Services NEC","FABRICBYTHEYARD.COM^^SUCCESSTRACKNETWORK.COM^^TRAINERINYOURBARN.COM^^TRAINERINYOUROFFICE.COM"
"233158","L","Luke Photography","lukefoto@rochester.rr.com","36 Country Corner Ln","Fairport","NY","14450-3032","5852230208","5852230208","722101","Photographers-Portrait","www.lukephotography.com"
"233159","A","AACE International","ldysert@kodak.com","1806 Lyell Ave (c/o RES","ROCHESTER","NY","14605","7167261070","7162531012","738999","Business Services Nec","AACEI-GV.ORG"
"233160","R","Richard O Connor","rocsoc11@bellatlantic.net","45 West 60th StreetApt 27-A - New York","NEW YORK","NY","10023","3476726126","null","8999","Services NEC","MED-MGMTCONSULTANTS.COM^^MEDICAL-MANAGEMENTCONSULTANTS.COM"
"233161","I","Intl Assoc For Environmental Cooperation","rbush@mail.dac.net","DAC net - 17 N Belle Mead Road Suite 3","EAST NORWICH","NY","11732","5164448807","5164448805","873111","Environmental & Ecological Services","null"
"233162","C","Casandra Properties; Inc","michaelprendamano@yahoo.com","2071 Clove Road","Staten Island","NY","10301","7188161834","null","6531","Real Estate","null"
"233163","I","Intermark Communications","info@copeac.com","500 Bi County Blvd","Farmingdale","NY","11735-3988","6317194568","6317194568","874823","Communications Consultants","www.intermarkmedia.com"
"233164","B","Benners Farm","folks@bennersfarm.com","56 Gnarled Hollow Rd.","EAST NORWICH","NY","11732","null","6316898172","019101","FARMS","timeinbottles.com"
"233165","S","Subway Sandwiches & Salads","markjuliegaarder@hotmail.com","2232 W State St","Olean","NY","14760-1922","2053307822","7163721415","581208","Restaurants","www.subway.com"
"233166","Y","YCD International","ycdstudio@hotmail.com","41-40 Denman Street","JACKSON HEIGHTS","NY","11372","7183975552","7183975554","738999","Business Services Nec","YCD-INTERNATIONAL.COM^^YCD-INTERNATIONAL.NET^^YCD-STUDIO.COM^^YCD-STUDIO.NET"
"233167","O","Oyster Bay Insurance","Beardsley@oysterbayinsurance.com","119 Pine Hollow Rd","Oyster Bay","NY","11771-4703","5169229014","5169229131","641112","Insurance","NULL"
"233168","G","GREAT DOMAIN NAMES FOR SALEABBEY GALLER","barryg@omcmortgage.com","1595E.13ST.","BROOKLYN","NY","11229","null","null","653118","Real Estate","1010MORTGAGE.COM^^1010MORTGAGE.NET^^ATLANTAATAUCTION.COM^^BOSTONATAUCTION.COM^^DALLASATAUCTION.COM^^"
"233169","B","Best Business Corp","mvasquez@mlslirealtor.com","414 Maple Ave","Westbury","NY","11590","5163337101","null","6531","Real Estate","null"
"233170","W","Westchester Wood Flooring","woodflooring2000@aol.com","3 Nelson Ave","Ossining","NY","10562-5716","9147625400","9147625600","175205","Floor Refinishing & Resurfacing","www.westwoodflooring.com"
"233171","A","Arise Independent Living Ctr","info@ariseinc.org","253 E 10th St","Oswego","NY","13126-2833","3154729252","3153424088","832218","Social Service & Welfare Organizations","www.ariseinc.org"
"233172","H","Hanna Andersson Store","customer_service@hannaandersson.com","125 Westchester Ave # 3370","White Plains","NY","10601-4536","3034666291","9146842410","565101","Clothing-Retail","www.hannaandersson.com"
"233173","S","Summit Real Estate","summitrealtorsonline@yahoo.com","9822 Metropolitan Ave","Flushing","NY","11375-6628","7182683202","7182680700","653118","Real Estate","www.summitrealtors.org"
"233174","S","Salesmaster Associates Inc","tony@salesmasterflooring.com","303 Marcus Blvd","Deer Park","NY","11729-4509","6312420100","6312420100","571305","Carpet & Rug Dealers-New","www.salesmasterflooring.com"
"233175","G","GDF Associates","nconnell@nycap.rr.com","P.O. Box 130","POESTENKILL","NY","12140","5182700993","null","8999","Services NEC","GDF-ASSOCIATES.COM^^GDF-ASSOCIATES.ORG"
"233176","G","Grafix By Design","denicafare@aol.com","41-26 Corporal Kennedy Street","BAYSIDE","NY","11360","7184289077","7186280551","8999","Services NEC","GRAFIXBYDESIGN.COM"
"233177","S","Studio Hill Enterprises","jamie@thewoodoffice.com","PO Box 6670","ITHACA","NY","14851","6072663303","6072669663","738991","Plants","PWWOODANDSON.COM"
"233178","C","Crown heights holding corp","crownheightsco@aol.com","738 Nostrand ave - Brooklyn","BROOKLYN","NY","11215","7182212080","null","6531","Real Estate","AOLHOMESALE.COM"
"233179","D","Dendtler Pamella DVM - Sixth Avenue Animal Clinic","info@sixthaveanimalclinic.com","207 6th Avenue","Brooklyn","NY","11217","7187897170","7188571799","074201","Animal services","sixthaveanimalclinic.com"
"233180","U","US Post Office","bsneservice@usps.gov","21 N 5th St","Allegany","NY","14706-1106","8704233712","7163732995","431101","Post Offices","www.usps.com"
"233181","L","Long Island Business News","bgiglionephoto@optonline.net","2150 Smithtown Ave # 7","Ronkonkoma","NY","11779-7348","6317371890","6317371700","271198","Newspaper Publishing & Printing (Mfrs)","www.libn.com"
"233182","F","Financial Womens ASSN-Ny","elzbieta1126@yahoo.com","215 Park Ave S # 2010","New York","NY","10003-1603","2129823008","2125332141","861102","Associations","www.fwa.org"
"233183","A","ANNIE O'CONNOR JEWELRY","oconnorannie@aol.com","34 Monroe Place #1c","LONG ISLAND CITY","NY","11120","7176433725","null","594409","Jewelers","ANNIEOCONNOR.COM"
"233184","H","Hamburg Snowmobile Club","tidlanir@verizon.net","4207 Southwestern Blvd","Hamburg","NY","14075-1413","7166486759","7166486759","559904","Snowmobiles","www.hamburgsnowmobileclub.org"
"233185","J","JML Creative Solutions Inc","joe@creativesolution.com","7 Walworth Avenue - _ - Scarsdale","RYE","NY","10580","9147253930","null","8999","Services NEC","INTERWIREGROUP.COM^^WOODMAINTENANCE.COM"
"233186","T","Tilda''s Bake Shop","E_Mayor@tildas.com","64 Route 25a","Rocky Point","NY","11778-8817","6317443791","6317443762","546102","Bakers-Retail","NULL"
"233187","E","ERIC Clearinghouse","lisa@ericir.syr.edu","621 Skytop Road Suite 160 - Syracuse University","SYRACUSE","NY","13225","3154431332","null","822101","Schools","ASKERIC2.COM^^ASKERIC2.NET^^ASKERIC2.ORG^^ASKVRD.COM^^ASKVRD.NET^^ASKVRD.ORG^^DIGREF.COM^^DIGREF.NET"
"233188","O","Orthodox Church In America","mark.sahady@maxwell.af.mil","6850 N Hempstead Tpke","Syosset","NY","11791-1002","7176520446","5169220550","866107","Churches","www.oca.org"
"233189","u","universalvoyager","stems2001@yahoo.com","202 daly road","EAST ISLIP","NY","11730","5164992092","5169336392","599202","Plants","BLOOMINGPLANTS.COM^^FLORALEVENT.COM^^FLOWERSNPLANTS.COM^^GETAPERMIT.COM^^NYSBOC.COM^^UNITEDDRAFTING."
"233190","M","Music Services","jcgm10@aol.com","2008 Wantagh Ave","WANTAGH","NY","11793","5168262525","null","5736","Music dealers","verycoolguitars.com"
"233191","L","Lake George Jr-Sr High School","beanc@lkgeorge.org","381 Canada St","Lake George","NY","12845-1197","5186682285","5186685452","821103","Schools","www.lkgeorge.org"
"233192","T","Talk Magazine L.L.C.","emily.mead@miramax.com","152 West 57th St 56th Floor","NEW YORK","NY","10018","2128305839","null","2721","Publications","THENEWHUMAN.COM;THENEWHUMAN.NET;THENEWHUMAN.ORG"
"233193","P","Pro Piano","ricard@propiano.com","85 Jane St","New York","NY","10014-1790","2126331207","2122068794","573602","Pianos","www.propiano.com"
"233194","S","Stimson Middle School","jconsorte@shufsd.org","401 Oakwood Rd","Huntington Sta","NY","11746-7298","6314255449","6314255432","821103","Schools","www.shuntington.k12.ny.us"
"233195","J","J W Prepp & Co LTD","happyhour@prepps.com","729 Park Ave","Rochester","NY","14607-3019","5852717925","5852717925","581301","Bars","www.prepps.com"
"233196","B","Bardot Beauty","bardotbeauty@aol.com","830 Shore Road Apt. 4S","LOCUST VALLEY","NY","11560","5168894508","5168894508","723106","Beauty Salons","BARDOTBEAUTY.COM"
"233197","T","The A Consulting Team; Inc","mdelgado@tact.com","200 Park Avenue South","NEW YORK","NY","10003","2129798228","2129798070","8999","Services NEC","INCEPTAS.COM^^INVECTAS.COM"
"233198","A","Alternate Response Associates; Inc","arlenerosennyc2@aol.com","347 West 57th St","NEW YORK","NY","10018","2122456691","2122620202","8999","Services NEC","ALTERNATERESPONSE.COM"
"233199","A","Advanced Communication Sltns","Rick@advcomsol.com","13209 14th Ave","Flushing","NY","11356-2001","NULL","7187463695","506551","Communications Equipment (Wholesale)","NULL"
"233200","R","Real Estate Media","gerald.schein@reforum.com","10145 Pacific Heights Blvd.","San Diego","NY","92121","212-929-7124","858-450-9009","2721","Periodicals: Publishing","or Publishing and Printing (except Internet periodical publishing)"
"233201","G","Global Quest Staffing Solution","letter@globalquestinc.com","435 Lawrence Bell Dr # 7a","Buffalo","NY","14221-7806","7166359834","7166359820","737103","Computers-System Designers & Consultants","www.globalquestinc.com"
"233202","C","Circa Antiques LTD","info@circaantiquesltd.com","377 Atlantic Ave","Brooklyn","NY","11217-1701","7185961866","7185961866","593202","Antiques-Dealers","www.circaantiquesltd.com"
"233203","P","Parkview Properties","karonhess@yahoo.com","1601 Brattleboro Drive","Webster","NY","14580","5852654051","-","653100","real estate manager","NAMB"
"233204","N","National Graphics;  Inc","joyce@newworldmedia.com","1005 Fayette Street","SYRACUSE","NY","13203","3154783455","3154783062","7319","Media services","FOURCOLORONLINE.COM^^NEWWORLDMEDIA.INFO^^OSWEGOCOUNTYCONNECT.COM^^OSWEGOCOUNTYCONNECTS.COM"
"233205","P","PelusoRealtyCorp","slingrae@aol.com","543MainStreet","Islip","NY","11751","5164451212","null","653118","Real Estate","PRINCESSWEBDESIGNS.COM"
"233206","P","PIANOMART.COM","mvt9t1@yahoo.com","NULL","Rochester","NY","14625 0000","5855863310","5855863310","573602","Pianos","www.pianomart.com"
"233207","G","General Energy Services; Inc","registration@genergy.com","353 W 48th St. 4th Floor","NEW YORK","NY","10035","2126647600","null","8999","Services NEC","GENERGYONLINE.COM^^SICILWING.COM"
"233208","P","Preferred Concepts Inc","sales@ezumbrella.com","40 Fulton St # 12","New York","NY","10038-5085","2126086268","2126089400","641112","Insurance","www.preferredconcepts.com"
"233209","S","SHELVES ONLY","sean@executiveofficeinstallations.com","139517 Lakeland Avenue","BLUE POINT","NY","11715","6312182767","6312182765","254205","Shelving","SHELVESONLY.COM;X-RAYSHELVING.COM"
"233210","C","CASA Ctr For Academic","Anjali.Nandedkar@casaengineering.com","15 Dartantra Dr","Hopewell Jct","NY","12533-5334","NULL","8452261925","829909","Tutoring","NULL"
"233211","H","Homer Fire Dept","faus316@odyssey.net","45 S Main St","Homer","NY","13077-1323","6077493121","6077493121","922404","Fire Departments","www.homerny.org"
"233212","F","Fair Lawn Academic Imaging","balawn@aol.com","1381 Saint Louis Avenue","Bay Shore","NY","11706","6316654545","6316668738","078206","Lawn Care","null"
"233213","N","New York Press Assn","publishers@hawaii.rr.com","1681 Western Ave","Albany","NY","12203-4340","5184646489","5184646483","861102","Associations","www.nynewspapers.com"
"233214","O","Olympic Electronics Intl Inc","toconnor@olympicei.com","22 Jericho Tpke # 201","Mineola","NY","11501-2950","5167396137","5167398100","573117","Electronic Equipment & Supplies-Retail","www.olympicei.com"
"233215","E","Elat Chayyim","jeffroth@elatchayyim.org","198 Lime Ridge Road","NEW YORK","NY","12402","8456260157","null","866122","Christian Ministries","JEWISH-MEDITATION.ORG^^JEWISH-MYSTICISM.ORG^^JEWISHRETREAT.ORG^^KABBALAHRETREAT.ORG"
"233216","V","V I Properties Inc","tulips12@hotmail.com","1208 Broadway","Hewlett","NY","11557","5167911313","-","653118","Real Estate","NAMB"
"233217","A","Art Of Photography","nhg400@mindspring.com","43 Main St","Cold Spring Hbr","NY","11724-1401","NULL","6313672533","722121","Photography","NULL"
"233218","M","Mikhail Levin","chrisp@nycap.rr.com","152 Speigletown Rd","TROY","NY","12181","5187655005","null","729922","Buyers Information Service","CHRISPETTOGRASSO.COM"
"233219","N","NationalContractIndustries","roblesroadcase@earthlink.net","510 E 86th Street","NEW YORK","NY","10028","6262965561","null","737505","Online Services","ROBLESROADCASE.COM"
"233220","N","Nerak Systems","h_ater@netvision.net.il","6 Debbie Ln","Cross River","NY","10518-1115","9147638259","9147638259","508410","Conveyors & Conveying Equipment (Whol)","www.nerak-systems.com"
"233221","U","UPPER ECHELON ASSOCIATES INC","printing911@aol.com","PO BOX 230308","HOLLIS","NY","11423","7184791407","null","2711","Printing companies","ICUPRINT.COM;ICUPRINT.NET;PRINTSPECIALIST.COM"
"233222","W","Washington Mutual","spam@uce.gov","120 N Village Ave","Rockville Centre","NY","11570-4606","4025538898","5165963801","602101","Banks","www.mariott.com"
"233223","W","Wiley Realty","andrew1574@yahoo.com","30 N Williams St","Pearl River","NY","10965","8456209797","null","6531","Real Estate","null"
"233224","I","Inside Management LTD","insideml@insidemanagement.com","293 Hendrickson Ave","Lynbrook","NY","11563-1028","5165963026","5165964280","874201","Business Management Consultants","www.insidemanagement.com"
"233225","D","Dibble''s Inn","carey@dreamscape.com","5311 E Seneca Street","Vernon","NY","13476","3157687102","3157684866","701107","Bed & Breakfast Accommodations","MYHOMECOMPUTERBIZ.COM"
"233226","S","Subway Sandwiches & Salads","chavez.meje@adelphia.net","600 N Greenbush Rd","Rensselaer","NY","12144-8445","6012612461","5182832033","581208","Restaurants","www.subway.com"
"233227","E","ESS Inc","lciarlo@gotoess.com","250 Clearbrook Rd","Elmsford","NY","10523-1315","9145921098","9145925005","506504","Radio Communication Equip & Systems-Whol","www.gotoess.com"
"233228","H","Happy Homes Best Service Realty","abneraasturias@msn.com","432M Somerset Drive","Pearl River","NY","10965","8457359263","null","6531","Real Estate","null"
"233229","S","Sutton Real Estate Co","kvalente@suttoncos.com","525 Plum St # 100","Syracuse","NY","13204-1433","3154241383","3154241111","651303","Apartments","www.suttoncos.com"
"233230","A","Asahi Shimbun America Inc","photo@asahi.com","845 3rd Ave # 11","New York","NY","10022-6601","2027830039","2126882100","271101","Newspapers (Publishers)","www.asahi.com"
"233231","F","Free Methodist Church","worship@akronfree.org","6 Scotland Rd","Akron","NY","14001-1101","7165421190","7165422644","866107","Churches","www.akronfree.org"
"233232","V","Victor Kostrioukov","vitkos97@aol.com","4515 18th ave","BROOKLYN","NY","11203","7183396065","7183396065","152103","General Contractors","allconstructionworks.com"
"233233","C","Century 21 Prevete Real Estate","stsvyakh@aol.com","3344 Jerusalem Ave","Wantagh","NY","11793","5168262000","null","6531","Real Estate","null"
"233234","E","Entertron Industries Inc","rbrown3@elp.rr.com","3857 Orangeport Rd","Gasport","NY","14067-9311","7167722604","7167727216","367202","Circuit Boards-Manufacturers","www.entertron.com"
"233235","J","John McLean","dt@areaweb.com","34 Bay View Dr E","SAG HARBOR","NY","11963","5167491014","5167492228","7389","Business Services NEC","shelterisland-ny.com"
"233236","L","Lounge","Fred@theloungempls.com","182 Market St","Potsdam","NY","13676-1238","NULL","3152654749","581301","Bars","NULL"
"233237","R","RE/MAX Benchmark Realty Group","claudestewart@frontiernet.net","626 E Main St","Middletown","NY","10940","8453410004","null","6531","Real Estate","null"
"233238","E","ExitRealtyCentral","altidor@exitrealtycentral.com","13307CrossbayBlvd","Ozone Park","NY","11417","7188485900","null","653118","Real Estate","exitrealtycentral.com"
"233239","E","Emminger; Hyatt; Newton & Pige","ehnp@ehnpapp.com","1026 Union Road Suite 5","Buffalo","NY","14224","7166743360","null","6531","Real Estate","null"
"233240","A","AJHEELSTONE","aheelstone@aol.com","80 WEST 40th STREET","NEW YORK","NY","10018","2128698056","2128692206","738999","Business Services Nec","EVISU-NORTHAMERICA.COM"
"233241","T","Team Treo Car Audio","killer@twcny.rr.com","8479 New Floyd Rd","RICHFIELD SPRINGS","NY","13439","3158655789","null","7359","Audio-Visual equipment","teamtreo.com"
"233242","T","Travis A .Pritt","travispritt@fast.net","252 BayRidge Pkwy. #4b","BROOKLYN","NY","10031","null","null","792903","Music","travispritt.com"
"233243","A","ACI Electronics","quality@acielectronics.com","125 Michael Dr # 105","Syosset","NY","11791-5311","5169215023","5167308182","506344","Electronic Power Supplies (Wholesale)","www.acielectronics.com"
"233244","O","Oppenheim;Debra","dloppen@aol.com","1153 Remsen Avenue","BROOKLYN","NY","11236","7182574910","null","8999","Services NEC","sharpeiproductions.com"
"233245","B","Benjamin Bechard","rcg1966@mindspring.com","2301 Kings Highway 50","BROOKLYN","NY","11228","7187472158","null","871298","Architectural Services","OFFICE-ANESTHESIA.COM"
"233246","R","RGB Enterprises","argeebee@warwick.net","85 Covered Bridge Rd","WARWICK","NY","10990","9149865936","null","8999","Services NEC","RGBBAND.COM"
"233247","P","Prudential Dwyer","alchas@aol.com","1270 Pleasantville Rd","Briarcliff Manor","NY","10510-1601","9147621020","null","6531","Real Estate","null"
"233248","u","unknown graphic services","quinnbatsonp@earthlink.net","box 2383","NEW YORK","NY","10008","2122609247","null","729922","Buyers Information Service","QBPHOTO.COM"
"233249","A","Albany Avenue Elementary Schl","vcohen@lindenhurstschools.org","180 Albany Ave","Lindenhurst","NY","11757-3200","6312266500","6312266400","821103","Schools","www.lindenhurstschools.org"
"233250","C","Carmen's Cafe","Laurie.Franklin@carmenscafe.com","6 Mechanic St","Norwich","NY","13815-1437","NULL","6073367574","581208","Restaurants","NULL"
"233251","P","Prudential Blake Atlantic Re","jgibbons@prublakeatlantic.com","1492 Central Avenue","Albany","NY","12205","5184640870260","-","522310","BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY, AND MOBILE HOME DEALERS","NAMB"
"233252","R","Rabid Badger","dgnagy@mpnewspapers.com","165 Chapin Street","CANANDAIGUA","NY","14424","7163940770","7163947725","7389","Business Services NEC","BRIGHTONPITTSFORDPOST.COM^^BROCKPORTPOST.COM^^DAILYMESSENGER.COM^^NY-PACOLLECTOR.COM^^PERINTONFAIRPO"
"233253","A","Alex Gallery Ltd","ricky@rushen.com","350 5th Avenue Suite 7603","NEW YORK","NY","10118","2122445540","2122445539","738999","Business Services Nec","ALEXGALLERY.COM"
"233254","C","Coldwell Banker Residential","jvillani@mlslirealtor.com","64 W Main St","East Islip","NY","11730","6312772220","null","6531","Real Estate","null"
"233255","B","Bontela Communications Design","mthibodea@futurebrand.com","PO Box 68","NEW YORK","NY","10013","2122199071","null","7389","Business Services NEC","MBUSINESSNETWORK.NET^^MBUSINESSPEOPLE.COM^^MBUSINESSPRODUCTS.COM^^MBUSINESSSSALES.COM"
"233256","V","Valure; Greg","gregvalure@yahoo.com","81 HAWLEY AVE","PORT CHESTER","NY","10573","9149375200","null","8999","Services NEC","GREENSHIP.ORG^^TRADESYSTEMSINC.COM"
"233257","S","Swansons Computers","lswanson@cecomet.net","2632 Panama Stedman Rd.","ASHVILLE","NY","14710","7167822646","7167537807","573407","Computer & Equipment Dealers","swansonscomputers.com"
"233258","P","Prudential Serls Prime Prop.","bcalano@preferredwestchester.com","378 Route 202","Somers","NY","10589","9142773648","null","6531","Real Estate","null"
"233259","V","Victory Travel; Ltd.","victorytravel@wspan.com","8 Forest Ave","Lynbrook","NY","11563","null","null","4724","Travel agents","null"
"233260","C","Coldwell Banker Residential","jennie.logan@coldwellbanker.com","227 Main St","Huntington","NY","11743","6314257900","null","6531","Real Estate","nathomefinders.com"
"233261","W","Weichert Realtors F H Realty","realtor1marco@aol.com","10115 Metropolitan Ave","Forest Hills","NY","11375","7185444000","null","6531","Real Estate","remax-fh.com"
"233262","M","Madhost Internet Services","spaceboy@optonline.net","116 E Fairview Ave","VALLEY STREAM","NY","11580","15162560821","15165680867","573407","Computer & Equipment Dealers","madhost.com"
